valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,code_postal,nom_commune,adresse_nom_voie,type_local,latitude,longitude
365000.0,34.0,2.0,75010,Paris 10e Arrondissement,RUE DU FBG DU TEMPLE,Appartement,48.870982,2.373577
160000.0,15.0,1.0,75019,Paris 19e Arrondissement,RUE DU MAROC,Appartement,48.886587,2.367611
1075000.0,100.0,4.0,75009,Paris 9e Arrondissement,RUE DE CLICHY,Appartement,48.881149,2.328259
660000.0,43.0,2.0,75009,Paris 9e Arrondissement,RUE LAFFITTE,Appartement,48.872944,2.337898
660000.0,39.0,2.0,75009,Paris 9e Arrondissement,RUE LAFFITTE,Appartement,48.872944,2.337898
375955.0,38.0,2.0,75020,Paris 20e Arrondissement,RUE DE LA CR DES NOUES,Appartement,48.864131,2.401493
85000.0,12.0,1.0,75017,Paris 17e Arrondissement,AV DE VILLIERS,Appartement,48.884974,2.295197
221698.0,42.0,2.0,75019,Paris 19e Arrondissement,AV JEAN JAURES,Appartement,48.885258,2.378265
460000.0,43.0,2.0,75010,Paris 10e Arrondissement,RUE DE L AQUEDUC,Appartement,48.883097,2.364994
488000.0,48.0,3.0,75020,Paris 20e Arrondissement,PL EMILE LANDRIN,Appartement,48.864149,2.400666
239000.0,20.0,1.0,75010,Paris 10e Arrondissement,RUE DU FBG DU TEMPLE,Appartement,48.868434,2.365739
779800.0,70.0,3.0,75020,Paris 20e Arrondissement,CHE DU PARC DE CHARONNE,Appartement,48.86126,2.403718
297940.0,33.0,2.0,75018,Paris 18e Arrondissement,RUE CHAMPIONNET,Appartement,48.895787,2.34788
255000.0,30.0,2.0,75018,Paris 18e Arrondissement,RUE BOINOD,Appartement,48.892941,2.350066
410000.0,49.0,3.0,75018,Paris 18e Arrondissement,RUE CHAMPIONNET,Appartement,48.895607,2.342762
750000.0,62.0,3.0,75008,Paris 8e Arrondissement,RUE LA BOETIE,Appartement,48.873682,2.312438
758563.0,98.0,4.0,75020,Paris 20e Arrondissement,RUE DES GATINES,Appartement,48.866414,2.398849
155400.0,20.0,1.0,75018,Paris 18e Arrondissement,RUE DU RUISSEAU,Appartement,48.891737,2.339615
304000.0,31.0,2.0,75018,Paris 18e Arrondissement,BD DE CLICHY,Appartement,48.884146,2.335506
1080000.0,83.0,4.0,75004,Paris 4e Arrondissement,RUE DE JARENTE,Appartement,48.856031,2.363185
677650.0,59.0,2.0,75001,Paris 1er Arrondissement,RUE SAINT-HONORE,Appartement,48.86182,2.341996
108000.0,12.0,1.0,75018,Paris 18e Arrondissement,RUE EUGENE SUE,Appartement,48.890778,2.346355
259450.0,23.0,2.0,75018,Paris 18e Arrondissement,RUE DES POISSONNIERS,Appartement,48.889865,2.35178
385500.0,38.0,2.0,75018,Paris 18e Arrondissement,BD ORNANO,Appartement,48.893248,2.34875
670000.0,73.0,3.0,75017,Paris 17e Arrondissement,RUE NOLLET,Appartement,48.886634,2.3222
220000.0,17.0,1.0,75010,Paris 10e Arrondissement,BD DE BONNE NOUVELLE,Appartement,48.870216,2.352144
476000.0,40.0,3.0,75017,Paris 17e Arrondissement,RUE LEGENDRE,Appartement,48.888749,2.32165
123300.0,25.0,2.0,75019,Paris 19e Arrondissement,RUE MANIN,Appartement,48.883203,2.388699
580000.0,43.0,2.0,75003,Paris 3e Arrondissement,RUE DE SAINTONGE,Appartement,48.861524,2.361933
461500.0,52.0,3.0,75017,Paris 17e Arrondissement,RUE DAVY,Appartement,48.890899,2.326133
425500.0,49.0,2.0,75019,Paris 19e Arrondissement,RUE DE L OURCQ,Appartement,48.891527,2.379936
1347500.0,100.0,4.0,75009,Paris 9e Arrondissement,RUE NOTRE-DAME DE LORETTE,Appartement,48.877189,2.338415
410000.0,49.0,3.0,75018,Paris 18e Arrondissement,RUE DAMREMONT,Appartement,48.890859,2.334179
163500.0,14.0,1.0,75019,Paris 19e Arrondissement,RUE CLAVEL,Appartement,48.875355,2.383261
775000.0,63.0,2.0,75017,Paris 17e Arrondissement,RUE BIOT,Appartement,48.883883,2.32682
395000.0,51.0,3.0,75018,Paris 18e Arrondissement,RUE ORDENER,Appartement,48.890016,2.35884
1860000.0,119.0,4.0,75017,Paris 17e Arrondissement,RUE DE COURCELLES,Appartement,48.886085,2.296566
180000.0,14.0,1.0,75018,Paris 18e Arrondissement,RUE ANDRE BARSACQ,Appartement,48.885,2.34128
715000.0,72.0,3.0,75020,Paris 20e Arrondissement,RUE STENDHAL,Appartement,48.861457,2.400987
604600.0,63.0,3.0,75018,Paris 18e Arrondissement,RUE SIMART,Appartement,48.889675,2.348977
270000.0,30.0,2.0,75018,Paris 18e Arrondissement,RUE CHAMPIONNET,Appartement,48.895823,2.348457
665000.0,71.0,3.0,75010,Paris 10e Arrondissement,RUE DU CHATEAU LANDON,Appartement,48.880261,2.362654
511000.0,116.0,6.0,75018,Paris 18e Arrondissement,RUE MARC SEGUIN,Appartement,48.891811,2.362902
1419500.0,50.0,2.0,75010,Paris 10e Arrondissement,RUE DU FBG POISSONNIERE,Appartement,48.871331,2.348461
1419500.0,85.0,3.0,75010,Paris 10e Arrondissement,RUE DU FBG POISSONNIERE,Appartement,48.871331,2.348461
553000.0,22.0,1.0,75001,Paris 1er Arrondissement,RUE DE RIVOLI,Appartement,48.865065,2.329031
553000.0,15.0,1.0,75001,Paris 1er Arrondissement,RUE DE RIVOLI,Appartement,48.865065,2.329031
340000.0,45.0,3.0,75018,Paris 18e Arrondissement,RUE STEPHENSON,Appartement,48.887678,2.355978
1646400.0,124.0,5.0,75008,Paris 8e Arrondissement,BD MALESHERBES,Appartement,48.876869,2.316979
165000.0,13.0,1.0,75002,Paris 2e Arrondissement,RUE SAINT-DENIS,Appartement,48.865632,2.35081
463000.0,50.0,3.0,75018,Paris 18e Arrondissement,VLA DES TULIPES,Appartement,48.897397,2.340679
965000.0,63.0,3.0,75018,Paris 18e Arrondissement,RUE CHARLES NODIER,Appartement,48.885692,2.34522
220000.0,41.0,3.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,159.0,4.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,147.0,4.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,162.0,4.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,159.0,4.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,79.0,3.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,35.0,1.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,147.0,4.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
220000.0,161.0,4.0,75010,Paris 10e Arrondissement,RUE DE LANCRY,Appartement,48.871605,2.361854
237292.0,26.0,1.0,75018,Paris 18e Arrondissement,RUE DOUDEAUVILLE,Appartement,48.888733,2.353936
605000.0,60.0,3.0,75018,Paris 18e Arrondissement,RUE ERCKMANN CHATRIAN,Appartement,48.886156,2.351769
517200.0,46.0,3.0,75018,Paris 18e Arrondissement,BD BARBES,Appartement,48.890153,2.35008
140000.0,35.0,2.0,75018,Paris 18e Arrondissement,RUE VERSIGNY,Appartement,48.894574,2.343545
314000.0,14.0,1.0,75019,Paris 19e Arrondissement,RUE DES ARDENNES,Appartement,48.887853,2.386169
314000.0,18.0,1.0,75019,Paris 19e Arrondissement,RUE DES ARDENNES,Appartement,48.887853,2.386169
314000.0,14.0,1.0,75019,Paris 19e Arrondissement,RUE DES ARDENNES,Appartement,48.887853,2.386169
238000.0,14.0,1.0,75010,Paris 10e Arrondissement,RUE DES VINAIGRIERS,Appartement,48.873374,2.362425
650000.0,52.0,1.0,75009,Paris 9e Arrondissement,RUE LAFFITTE,Appartement,48.874927,2.338636
650000.0,125.0,5.0,75009,Paris 9e Arrondissement,RUE LAFFITTE,Appartement,48.874927,2.338636
455000.0,47.0,2.0,75019,Paris 19e Arrondissement,RUE PETIT,Appartement,48.885573,2.388342
360000.0,23.0,1.0,75004,Paris 4e Arrondissement,RUE VIEILLE DU TEMPLE,Appartement,48.857529,2.357375
488712.0,50.0,3.0,75020,Paris 20e Arrondissement,RUE ETIENNE MAREY,Appartement,48.868442,2.405366
675000.0,69.0,2.0,75018,Paris 18e Arrondissement,RUE ETEX,Appartement,48.890404,2.328046
163000.0,21.0,1.0,75019,Paris 19e Arrondissement,AV SIMON BOLIVAR,Appartement,48.877994,2.374438
750000.0,65.0,1.0,75010,Paris 10e Arrondissement,RUE DES PETITES ECURIES,Appartement,48.874217,2.348602
570000.0,60.0,3.0,75010,Paris 10e Arrondissement,PL LA BATAILLE DE STALINGRAD,Appartement,48.883058,2.368919
270000.0,53.0,3.0,75020,Paris 20e Arrondissement,RUE FREDERICK LEMAITRE,Appartement,48.874901,2.393246
430000.0,40.0,1.0,75017,Paris 17e Arrondissement,RUE NOLLET,Appartement,48.889317,2.317831
1292200.0,135.0,4.0,75019,Paris 19e Arrondissement,RUE HASSARD,Appartement,48.878525,2.383698
165000.0,21.0,1.0,75020,Paris 20e Arrondissement,BD DAVOUT,Appartement,48.853125,2.410319
319071.0,36.0,1.0,75019,Paris 19e Arrondissement,RUE DE BELLEVILLE,Appartement,48.877274,2.405019
385000.0,30.0,1.0,75003,Paris 3e Arrondissement,RUE DES VERTUS,Appartement,48.864021,2.357587
728000.0,69.0,2.0,75017,Paris 17e Arrondissement,RUE DES ACACIAS,Appartement,48.877666,2.293697
458980.0,46.0,2.0,75019,Paris 19e Arrondissement,RUE DE THIONVILLE,Appartement,48.888432,2.382923
1084990.0,84.0,4.0,75017,Paris 17e Arrondissement,RUE DULONG,Appartement,48.883166,2.318192
69000.0,9.0,1.0,75004,Paris 4e Arrondissement,RUE LE REGRATTIER,Appartement,48.852203,2.354848
560000.0,49.0,2.0,75017,Paris 17e Arrondissement,RUE AUMONT THIEVILLE,Appartement,48.88367,2.289465
771000.0,90.0,4.0,75010,Paris 10e Arrondissement,RUE PERDONNET,Appartement,48.883476,2.359964
215000.0,35.0,1.0,75019,Paris 19e Arrondissement,BD SERURIER,Appartement,48.877884,2.403561
273000.0,27.0,2.0,75010,Paris 10e Arrondissement,BD DE LA VILLETTE,Appartement,48.876727,2.371002
1000000.0,95.0,2.0,75017,Paris 17e Arrondissement,RUE DENIS POISSON,Appartement,48.876848,2.287923
241000.0,27.0,1.0,75003,Paris 3e Arrondissement,RUE NOTRE-DAME DE NAZARETH,Appartement,48.86752,2.356795
600000.0,48.0,3.0,75018,Paris 18e Arrondissement,RUE DE TRETAIGNE,Appartement,48.891826,2.342488
174000.0,10.0,1.0,75018,Paris 18e Arrondissement,CITE DE LA CHAPELLE,Appartement,48.88733,2.359495
135000.0,15.0,1.0,75017,Paris 17e Arrondissement,RUE DES RENAUDES,Appartement,48.880278,2.298874
652030.0,68.0,3.0,75019,Paris 19e Arrondissement,AV JEAN JAURES,Appartement,48.883777,2.375305
841400.0,68.0,3.0,75018,Paris 18e Arrondissement,RUE MONTCALM,Appartement,48.894623,2.340074
810000.0,70.0,3.0,75018,Paris 18e Arrondissement,RUE ORDENER,Appartement,48.893556,2.333727
375000.0,39.0,2.0,75018,Paris 18e Arrondissement,RUE POLONCEAU,Appartement,48.886043,2.351844
675000.0,16.0,1.0,75009,Paris 9e Arrondissement,RUE DES MARTYRS,Appartement,48.880146,2.340641
152000.0,19.0,2.0,75010,Paris 10e Arrondissement,RUE D ENGHIEN,Appartement,48.871633,2.351833
255805.0,28.0,1.0,75019,Paris 19e Arrondissement,RUE MANIN,Appartement,48.883747,2.388699
262000.0,28.0,2.0,75018,Paris 18e Arrondissement,RUE STEPHENSON,Appartement,48.887848,2.35593
231000.0,25.0,1.0,75020,Paris 20e Arrondissement,RUE DU BORREGO,Appartement,48.872712,2.400526
354000.0,29.0,3.0,75009,Paris 9e Arrondissement,RUE DE DUNKERQUE,Appartement,48.882099,2.347346
383000.0,33.0,1.0,75010,Paris 10e Arrondissement,RUE DE BELZUNCE,Appartement,48.879611,2.3516
204000.0,23.0,1.0,75018,Paris 18e Arrondissement,RUE DU POTEAU,Appartement,48.894051,2.342575
822230.0,78.0,4.0,75017,Paris 17e Arrondissement,RUE BROCHANT,Appartement,48.888841,2.317346
800000.0,70.0,4.0,75017,Paris 17e Arrondissement,RUE CAROLINE,Appartement,48.883729,2.323722
559000.0,70.0,3.0,75020,Paris 20e Arrondissement,RUE DES PRAIRIES,Appartement,48.862288,2.402462
135000.0,14.0,1.0,75017,Paris 17e Arrondissement,RUE SAUSSURE,Appartement,48.887259,2.312377
256000.0,28.0,1.0,75019,Paris 19e Arrondissement,RUE FESSART,Appartement,48.877231,2.384243
330000.0,40.0,2.0,75019,Paris 19e Arrondissement,BD MACDONALD,Appartement,48.89918,2.377651
220000.0,21.0,1.0,75018,Paris 18e Arrondissement,RUE DU RUISSEAU,Appartement,48.892402,2.340199
60000.0,6.0,1.0,75002,Paris 2e Arrondissement,RUE BEAUREGARD,Appartement,48.869692,2.35126
550000.0,54.0,3.0,75009,Paris 9e Arrondissement,RUE DE LA TOUR D AUVERGNE,Appartement,48.879405,2.343825
200000.0,19.0,1.0,75010,Paris 10e Arrondissement,RUE DE PARADIS,Appartement,48.875156,2.350357
670000.0,59.0,3.0,75020,Paris 20e Arrondissement,RUE DE LA PY,Appartement,48.866157,2.404004
1850000.0,134.0,4.0,75020,Paris 20e Arrondissement,RUE DES VIGNOLES,Appartement,48.855218,2.401735
572500.0,57.0,3.0,75020,Paris 20e Arrondissement,ALL GEORGES ROUAULT,Appartement,48.869706,2.384231
415000.0,47.0,3.0,75019,Paris 19e Arrondissement,RUE DE CRIMEE,Appartement,48.883841,2.384305
115000.0,15.0,1.0,75020,Paris 20e Arrondissement,RUE PIAT,Appartement,48.872041,2.385298
739000.0,57.0,2.0,75004,Paris 4e Arrondissement,RUE DES LIONS SAINT PAUL,Appartement,48.85242,2.361386
450000.0,45.0,2.0,75003,Paris 3e Arrondissement,RUE DE SAINTONGE,Appartement,48.863707,2.365033
766650.0,76.0,3.0,75018,Paris 18e Arrondissement,RUE GANNERON,Appartement,48.889428,2.328152
970010.0,60.0,3.0,75004,Paris 4e Arrondissement,RUE BUDE,Appartement,48.851729,2.355846
302000.0,35.0,2.0,75018,Paris 18e Arrondissement,RUE AFFRE,Appartement,48.886605,2.355896
694000.0,58.0,3.0,75003,Paris 3e Arrondissement,RUE SAINT MARTIN,Appartement,48.863409,2.352921
42000.0,6.0,1.0,75010,Paris 10e Arrondissement,RUE ROBERT BLACHE,Appartement,48.877359,2.36408
618740.0,50.0,2.0,75003,Paris 3e Arrondissement,RUE PERREE,Appartement,48.86377,2.362554
385000.0,37.0,2.0,75017,Paris 17e Arrondissement,RUE CARDINET,Appartement,48.886879,2.313675
351100.0,28.0,1.0,75009,Paris 9e Arrondissement,RUE DE CLICHY,Appartement,48.880857,2.328897
680000.0,57.0,3.0,75019,Paris 19e Arrondissement,RUE PHILIPPE HECHT,Appartement,48.877624,2.377181
350000.0,38.0,2.0,75020,Paris 20e Arrondissement,RUE DU CHER,Appartement,48.864524,2.399666
425000.0,38.0,2.0,75009,Paris 9e Arrondissement,RUE DU FBOURG MONTMARTRE,Appartement,48.874348,2.341487
1845000.0,136.0,5.0,75003,Paris 3e Arrondissement,RUE DU TEMPLE,Appartement,48.865234,2.360644
260500.0,39.0,2.0,75020,Paris 20e Arrondissement,RUE DU TRANSVAAL,Appartement,48.871816,2.387757
305000.0,33.0,2.0,75010,Paris 10e Arrondissement,RUE LOUIS BLANC,Appartement,48.880609,2.366582
790000.0,44.0,2.0,75018,Paris 18e Arrondissement,RUE GUSTAVE ROUANET,Appartement,48.896686,2.340625
790000.0,34.0,2.0,75018,Paris 18e Arrondissement,RUE GUSTAVE ROUANET,Appartement,48.896686,2.340625
665000.0,70.0,3.0,75019,Paris 19e Arrondissement,RUE MELINGUE,Appartement,48.875539,2.386027
979400.0,65.0,3.0,75017,Paris 17e Arrondissement,RUE DE L ETOILE,Appartement,48.877362,2.295679
187000.0,20.0,1.0,75020,Paris 20e Arrondissement,RUE DEVERIA,Appartement,48.872128,2.398442
580000.0,57.0,3.0,75018,Paris 18e Arrondissement,RUE MARCADET,Appartement,48.890056,2.346612
295000.0,30.0,2.0,75018,Paris 18e Arrondissement,IMP DU CURE,Appartement,48.891123,2.358206
349900.0,35.0,2.0,75019,Paris 19e Arrondissement,RUE DE CHAUMONT,Appartement,48.881175,2.372289
330000.0,31.0,1.0,75020,Paris 20e Arrondissement,RUE ALEXANDRE DUMAS,Appartement,48.854769,2.39681
296800.0,34.0,1.0,75019,Paris 19e Arrondissement,ALL DES EIDERS,Appartement,48.89379,2.378821
375000.0,33.0,1.0,75002,Paris 2e Arrondissement,RUE DES PETITS CARREAUX,Appartement,48.86667,2.347585
274000.0,28.0,1.0,75009,Paris 9e Arrondissement,RUE DE ROCHECHOUART,Appartement,48.877128,2.344208
427000.0,42.0,3.0,75020,Paris 20e Arrondissement,BD DE CHARONNE,Appartement,48.8585,2.390478
1291000.0,100.0,4.0,75008,Paris 8e Arrondissement,RUE DARU,Appartement,48.878673,2.302806
335000.0,36.0,2.0,75020,Paris 20e Arrondissement,RUE DES REGLISES,Appartement,48.855212,2.409795
1184800.0,90.0,3.0,75002,Paris 2e Arrondissement,PAS DU BOURG L ABBE,Appartement,48.864528,2.350726
432000.0,25.0,2.0,75001,Paris 1er Arrondissement,RUE BERTIN POIREE,Appartement,48.858783,2.345044
440000.0,40.0,1.0,75008,Paris 8e Arrondissement,RUE DE PONTHIEU,Appartement,48.872341,2.305643
558070.0,58.0,3.0,75019,Paris 19e Arrondissement,AV JEAN JAURES,Appartement,48.883508,2.372051
270000.0,22.0,1.0,75003,Paris 3e Arrondissement,RUE NOTRE-DAME DE NAZARETH,Appartement,48.867992,2.356388
367456.0,30.0,2.0,75010,Paris 10e Arrondissement,RUE JACQUES LOUVEL TESSIER,Appartement,48.870963,2.368594
123000.0,14.0,1.0,75017,Paris 17e Arrondissement,RUE GUERSANT,Appartement,48.879834,2.290529
534000.0,52.0,2.0,75019,Paris 19e Arrondissement,RUE DE PALESTINE,Appartement,48.875715,2.389825
881700.0,86.0,4.0,75004,Paris 4e Arrondissement,RUE DES LIONS SAINT PAUL,Appartement,48.852658,2.362228
1121526.0,60.0,2.0,75003,Paris 3e Arrondissement,PL DES VOSGES,Appartement,48.856387,2.366439
1121526.0,71.0,4.0,75003,Paris 3e Arrondissement,PL DES VOSGES,Appartement,48.856387,2.366439
450000.0,35.0,2.0,75002,Paris 2e Arrondissement,RUE DU CAIRE,Appartement,48.867773,2.350313
560150.0,48.0,3.0,75018,Paris 18e Arrondissement,RUE CUSTINE,Appartement,48.889934,2.343539
240000.0,24.0,1.0,75019,Paris 19e Arrondissement,QUAI DE LA GARONNE,Appartement,48.889345,2.387386
271000.0,29.0,2.0,75017,Paris 17e Arrondissement,RUE DULONG,Appartement,48.886535,2.314304
970000.0,91.0,5.0,75019,Paris 19e Arrondissement,RUE DU PLATEAU,Appartement,48.878449,2.382936
270500.0,26.0,2.0,75009,Paris 9e Arrondissement,RUE ROSSINI,Appartement,48.873027,2.341051
298000.0,30.0,1.0,75002,Paris 2e Arrondissement,PAS LEMOINE,Appartement,48.868604,2.35296
475000.0,45.0,3.0,75020,Paris 20e Arrondissement,RUE ALEXANDRE DUMAS,Appartement,48.854406,2.396858
248000.0,23.0,1.0,75017,Paris 17e Arrondissement,RUE SAUSSURE,Appartement,48.889292,2.306224
387000.0,40.0,2.0,75019,Paris 19e Arrondissement,RUE PETIT,Appartement,48.884947,2.384127
120000.0,12.0,1.0,75020,Paris 20e Arrondissement,AV TAILLADE,Appartement,48.874204,2.394148
595000.0,85.0,4.0,75019,Paris 19e Arrondissement,RUE CURIAL,Appartement,48.890985,2.370769
351000.0,34.0,1.0,75002,Paris 2e Arrondissement,RUE DE CLERY,Appartement,48.869133,2.349471
1030000.0,74.0,4.0,75009,Paris 9e Arrondissement,RUE DES MARTYRS,Appartement,48.878156,2.338912
1030000.0,30.0,1.0,75009,Paris 9e Arrondissement,RUE DES MARTYRS,Appartement,48.878156,2.338912
1030000.0,15.0,1.0,75009,Paris 9e Arrondissement,RUE DES MARTYRS,Appartement,48.878156,2.338912
240000.0,24.0,2.0,75017,Paris 17e Arrondissement,RUE LEGENDRE,Appartement,48.892289,2.326158
145000.0,22.0,2.0,75017,Paris 17e Arrondissement,RUE PIERRE DEMOURS,Appartement,48.880462,2.293379
400000.0,56.0,2.0,75020,Paris 20e Arrondissement,BD DAVOUT,Appartement,48.847924,2.410489
365000.0,57.0,2.0,75019,Paris 19e Arrondissement,RUE DUVERGIER,Appartement,48.889618,2.377129
103000.0,10.0,1.0,75019,Paris 19e Arrondissement,RUE DES SOLITAIRES,Appartement,48.876624,2.390965
170000.0,16.0,1.0,75020,Paris 20e Arrondissement,RUE DES ENVIERGES,Appartement,48.872036,2.387518
706770.0,70.0,2.0,75009,Paris 9e Arrondissement,RUE DE LA TOUR D AUVERGNE,Appartement,48.8797,2.341853
450000.0,40.0,1.0,75008,Paris 8e Arrondissement,AV MONTAIGNE,Appartement,48.8664,2.305875
455000.0,43.0,2.0,75018,Paris 18e Arrondissement,RUE D ORSEL,Appartement,48.883829,2.342762
502442.0,50.0,2.0,75019,Paris 19e Arrondissement,RUE DE PALESTINE,Appartement,48.875715,2.389825
357620.0,38.0,3.0,75020,Paris 20e Arrondissement,RUE DE L ERMITAGE,Appartement,48.869875,2.391364
425000.0,55.0,2.0,75019,Paris 19e Arrondissement,RUE ARCHEREAU,Appartement,48.892433,2.377122
585000.0,60.0,2.0,75009,Paris 9e Arrondissement,RUE NOTRE-DAME DE LORETTE,Appartement,48.877321,2.338242
274220.0,35.0,2.0,75017,Paris 17e Arrondissement,RUE DE L ETOILE,Appartement,48.877445,2.295554
975000.0,92.0,4.0,75008,Paris 8e Arrondissement,BD DE COURCELLES,Appartement,48.877899,2.300027
1222900.1,75.0,4.0,75004,Paris 4e Arrondissement,RUE MALHER,Appartement,48.856325,2.361713
190000.0,15.0,1.0,75003,Paris 3e Arrondissement,RUE DEBELLEYME,Appartement,48.860564,2.364169
170000.0,20.0,1.0,75017,Paris 17e Arrondissement,RUE DULONG,Appartement,48.886385,2.315325
260000.0,32.0,1.0,75019,Paris 19e Arrondissement,AV JEAN JAURES,Appartement,48.88563,2.384106
328000.0,24.0,2.0,75017,Paris 17e Arrondissement,RUE DE LA FELICITE,Appartement,48.887215,2.310363
245000.0,35.0,2.0,75018,Paris 18e Arrondissement,RUE MARC SEGUIN,Appartement,48.892136,2.36375
490000.0,56.0,3.0,75018,Paris 18e Arrondissement,RUE POULET,Appartement,48.887763,2.350854
1483920.0,162.0,6.0,75010,Paris 10e Arrondissement,RUE DU CHATEAU LANDON,Appartement,48.881484,2.363241
252200.0,25.0,1.0,75019,Paris 19e Arrondissement,VLA TOCCATA,Appartement,48.88932,2.386248
255626.0,26.0,2.0,75019,Paris 19e Arrondissement,RUE FESSART,Appartement,48.876629,2.385713
259000.0,24.0,2.0,75010,Paris 10e Arrondissement,BD DE STRASBOURG,Appartement,48.875175,2.358113
299900.0,36.0,2.0,75020,Paris 20e Arrondissement,RUE DES PANOYAUX,Appartement,48.866219,2.385655
1200000.0,105.0,5.0,75017,Paris 17e Arrondissement,RUE DU SERGENT HOFF,Appartement,48.88178,2.294147
278450.0,27.0,2.0,75018,Paris 18e Arrondissement,RUE DE SOFIA,Appartement,48.88449,2.348168
696300.0,64.0,3.0,75019,Paris 19e Arrondissement,RUE EURYALE DEHAYNIN,Appartement,48.886414,2.377729
349000.0,27.0,2.0,75019,Paris 19e Arrondissement,AV DE LAUMIERE,Appartement,48.885075,2.379796
169400.0,31.0,2.0,75004,Paris 4e Arrondissement,QUAI DE BOURBON,Appartement,48.853363,2.353544
150000.0,25.0,1.0,75009,Paris 9e Arrondissement,CITE DE TREVISE,Appartement,48.874377,2.34676
450000.0,43.0,2.0,75019,Paris 19e Arrondissement,RUE EMILE DESVAUX,Appartement,48.876969,2.398611
162000.0,43.0,3.0,75018,Paris 18e Arrondissement,RUE DES POISSONNIERS,Appartement,48.889914,2.351249
765750.0,71.0,4.0,75020,Paris 20e Arrondissement,AV GAMBETTA,Appartement,48.86915,2.402403
392790.0,31.0,2.0,75017,Paris 17e Arrondissement,PAS CARDINET,Appartement,48.886259,2.311781
190000.0,14.0,1.0,75018,Paris 18e Arrondissement,RUE VERON,Appartement,48.884434,2.335895
107000.0,19.0,1.0,75018,Paris 18e Arrondissement,RUE HERMANN LACHAPELLE,Appartement,48.894012,2.350823
390000.0,43.0,1.0,75020,Paris 20e Arrondissement,BD DE BELLEVILLE,Appartement,48.870056,2.38001
266000.0,27.0,2.0,75020,Paris 20e Arrondissement,RUE DES VIGNOLES,Appartement,48.855264,2.401985
316000.0,28.0,1.0,75018,Paris 18e Arrondissement,RUE ETEX,Appartement,48.890189,2.328299
250000.0,25.0,2.0,75008,Paris 8e Arrondissement,RUE DE PENTHIEVRE,Appartement,48.873233,2.316529
300000.0,40.0,3.0,75019,Paris 19e Arrondissement,RUE DE L OURCQ,Appartement,48.892027,2.380363
168200.0,15.0,1.0,75010,Paris 10e Arrondissement,RUE JEAN POULMARCH,Appartement,48.872376,2.363878
95000.0,58.0,2.0,75009,Paris 9e Arrondissement,RUE DE GRANGE BATELIERE,Appartement,48.87277,2.3417
322900.0,28.0,2.0,75018,Paris 18e Arrondissement,RUE DURANTIN,Appartement,48.886542,2.336179
665000.0,55.0,2.0,75009,Paris 9e Arrondissement,RUE CADET,Appartement,48.874433,2.342337
775000.0,58.0,2.0,75009,Paris 9e Arrondissement,RUE DE GRANGE BATELIERE,Appartement,48.87277,2.3417
350000.0,38.0,1.0,75020,Paris 20e Arrondissement,RUE PIXERECOURT,Appartement,48.873221,2.395521
253700.0,25.0,1.0,75020,Paris 20e Arrondissement,RUE DE MENILMONTANT,Appartement,48.868689,2.391305
880000.0,78.0,4.0,75009,Paris 9e Arrondissement,SQ DE MAUBEUGE,Appartement,48.878276,2.346564
797000.0,91.0,5.0,75017,Paris 17e Arrondissement,RUE MARGUERITTE,Appartement,48.879307,2.301742
257000.0,22.0,2.0,75020,Paris 20e Arrondissement,RUE HENRI POINCARE,Appartement,48.870342,2.401704
118000.0,15.0,1.0,75018,Paris 18e Arrondissement,RUE DE TORCY,Appartement,48.890755,2.360708
868400.0,49.0,3.0,75020,Paris 20e Arrondissement,RUE DE LA CR DES NOUES,Appartement,48.863282,2.403518
338000.0,43.0,2.0,75010,Paris 10e Arrondissement,RUE PHILIPPE DE GIRARD,Appartement,48.883538,2.36191
950000.0,70.0,4.0,75009,Paris 9e Arrondissement,RUE CONDORCET,Appartement,48.880519,2.341018
345000.0,25.0,1.0,75018,Paris 18e Arrondissement,RUE CAULAINCOURT,Appartement,48.888461,2.33377
278300.0,33.0,2.0,75020,Paris 20e Arrondissement,RUE DES PYRENEES,Appartement,48.855482,2.405032
849000.0,72.0,3.0,75010,Paris 10e Arrondissement,RUE DE L HOPITAL ST LOUIS,Appartement,48.874865,2.366139
204200.0,26.0,1.0,75019,Paris 19e Arrondissement,RUE DE PALESTINE,Appartement,48.875715,2.389825
460000.0,28.0,2.0,75003,Paris 3e Arrondissement,RUE MESLAY,Appartement,48.868443,2.35719
781800.0,57.0,2.0,75009,Paris 9e Arrondissement,RUE SAULNIER,Appartement,48.875228,2.344626
362770.0,29.0,2.0,75009,Paris 9e Arrondissement,RUE LAFERRIERE,Appartement,48.878772,2.338485
